path,name,category,status,description,classes,functions,lines,size_bytes,modified,author,todo_count
cognition/src/self-model/advanced-identity-analyzer.ts,advanced-identity-analyzer.ts,"LLM integration, thought processing, intent extraction, cognitive stream",stable,"* Advanced identity analysis and evolution tracking. * * Provides sophisticated personality trait analysis, value system * tracking, and identity evolution monitoring for deep self-understanding. * * @author @darianrosebrook",AdvancedIdentityAnalyzer,,802,23134,2025-08-23T17:46:29.183105,@darianrosebrook,0
cognition/src/self-model/contract-system.ts,contract-system.ts,"LLM integration, thought processing, intent extraction, cognitive stream",stable,Implements contract-based tracking of commitments and promises within the cognitive architecture. Maintains commitment and promise state using structured contracts and enforces integrity assessment with TrustScore calculation. Provides integrity monitoring and accountability reporting for the conscious-bot's thought process.,ContractSystem,,911,25037,2025-08-23T17:46:29.183308,@darianrosebrook,0
cognition/src/self-model/identity-tracker.ts,identity-tracker.ts,"LLM integration, thought processing, intent extraction, cognitive stream",stable,"Implements identity aspects for tracking and updating the agent's core traits, values, and capabilities during cognitive operations. Manages a list of personality traits such as Curious, Careful, Helpful, and Persistent. Provides methods to reinforce identity components and log changes to the self-model.",IdentityTracker,"getDefaultPersonalityTraits, getDefaultCoreValues",582,15691,2025-08-23T17:46:29.183589,@darianrosebrook,0
cognition/src/self-model/index.ts,index.ts,"LLM integration, thought processing, intent extraction, cognitive stream",stable,"* Self-Model Module * * Manages the agent's identity, narrative continuity, and self-awareness. * Provides sophisticated identity tracking, narrative intelligence, and contract management. * * @author @darianrosebrook",,,20,612,2025-08-23T17:46:29.183717,@darianrosebrook,0
cognition/src/self-model/narrative-intelligence.ts,narrative-intelligence.ts,"LLM integration, thought processing, intent extraction, cognitive stream",stable,"Implements narrative synthesis, experience-to-narrative integration, and thematic coherence tracking to support the cognitive stream of the conscious-bot. Utilizes StorySynthesis, ExperienceIntegration, and NarrativeCoherence components. Maintains logical consistency and generates rich internal self-narrative models.",NarrativeIntelligence,,1048,29600,2025-08-23T17:46:29.183896,@darianrosebrook,0
cognition/src/self-model/narrative-manager.ts,narrative-manager.ts,"LLM integration, thought processing, intent extraction, cognitive stream",stable,Implements narrative integration of new experiences into the conscious-bot's identity. Maintains and updates the agent's life story by adding Experience objects as new NarrativeChapters. Ensures coherent self-narrative by tracking significance and contextual links to existing stories.,NarrativeManager,,644,17163,2025-08-23T17:46:29.184125,@darianrosebrook,0
cognition/src/self-model/types.ts,types.ts,"LLM integration, thought processing, intent extraction, cognitive stream",stable,"Provides type definitions for identity, personality traits, and core values used by the self-model in the cognitive architecture of the conscious-bot. Defines structured models for trait consistency, value conflicts, and version tracking within the bot's reasoning process. Supports robust, typed representation necessary for accurate intent extraction and self-aware planning.",,,579,12401,2025-08-23T17:46:29.184364,@darianrosebrook,0
cognition/src/server-utils/cognitive-load-calculators.ts,cognitive-load-calculators.ts,"LLM integration, thought processing, intent extraction, cognitive stream",active,"Implements creativity metric calculation by assessing system capacity and recent uptime, penalizing high memory usage over time, and normalizing the result to a 0–1 creativity score for the cognitive stream.",,"calculateCognitiveLoad, calculateAttentionLevel, calculateCreativityLevel, getActiveProcessCount, getSystemCpuUsage",138,4444,2026-02-02T15:04:25.978597,,0
cognition/src/server-utils/constants.ts,constants.ts,"LLM integration, thought processing, intent extraction, cognitive stream",active,"Tries to standardize and sanitize text inputs for the LLM integration in conscious-bot's cognition module, filtering out status-like or tag-containing content from being processed as spoken thoughts. Exposes TypeScript utility constants to enforce consistent formatting and prevent miscommunication in intent extraction. Ensures only relevant cognitive content reaches the thought generation pipeline without contamination.",,,20,703,2026-02-02T15:03:02.008758,,0
cognition/src/server-utils/index.ts,index.ts,"LLM integration, thought processing, intent extraction, cognitive stream",active,* Server utilities barrel export.,,,34,861,2026-02-02T15:04:29.106616,,0
cognition/src/server-utils/observation-helpers.ts,observation-helpers.ts,"LLM integration, thought processing, intent extraction, cognitive stream",active,Provides utility functions for constructing and sanitizing observation payloads for the cognitive module of conscious-bot. Implements position redaction and numerical coercion to protect sensitive spatial data during LLM processing.,,"redactPositionForLog, coerceNumber, inferThreatLevel, buildObservationPayload",203,5925,2026-02-02T15:03:25.605137,,0
cognition/src/server-utils/server-logger.ts,server-logger.ts,"LLM integration, thought processing, intent extraction, cognitive stream",active,"Provides a tiered logging system for the cognition module, categorizing routine, lifecycle, research, and error events with color and context for the conscious-bot LLM integration. Implements automatic suppression of routine logs by default unless verbose mode is enabled. Ensures all critical and error events are always logged for traceability and debugging.",,"classifyEvent, shouldEmit, colorize, formatValue, formatFields",234,6381,2026-02-04T13:26:30.628726,,0
cognition/src/server-utils/step-generation-helpers.ts,step-generation-helpers.ts,"LLM integration, thought processing, intent extraction, cognitive stream",active,* Step generation helpers: LLM-based task step generation with * intelligent fallback by task type.,,"generateTaskSteps, parseNumberedListResponse, generateIntelligentFallbackSteps",156,5682,2026-02-02T15:04:06.673118,,0
cognition/src/server-utils/thought-stream-helpers.ts,thought-stream-helpers.ts,"LLM integration, thought processing, intent extraction, cognitive stream",active,Provides utility functions to send thoughts to the cognitive stream and execute the intrusion consideration step before passing messages to the LLM.,,"createThoughtStreamHelpers, sendThoughtToCognitiveStream, runConsiderationStep",140,5397,2026-02-04T16:20:30.459268,,0
cognition/src/server-utils/tts-usable-content.ts,tts-usable-content.ts,"LLM integration, thought processing, intent extraction, cognitive stream",active,"Provides a temporary wrapper for detecting code-like content in the cognitive module, replicating logic from llm-output-sanitizer. Implements isCodeLike and hasCodeLikeDensity for filtering TTS output. Ensures operational parity during the migration of the conscious-bot architecture.",,"hasCodeLikeDensity, isUsableForTTS",87,3048,2026-02-04T16:20:17.042239,,0
cognition/src/server.ts,server.ts,"LLM integration, thought processing, intent extraction, cognitive stream",active,Provides LLM-driven thought processing for the conscious-bot's cognitive stream. Creates and manages services for intent extraction via the LLMInterface. Orchestrates event-driven reasoning with EnhancedThoughtGenerator and integrates state using botStateCache and world state utilities.,,"logObservation, resilientFetchLogged, drainObservationQueue, enqueueObservation, startThoughtGeneration",1182,37871,2026-02-04T10:34:31.801876,@darianrosebrook,0
cognition/src/social-awareness-manager.ts,social-awareness-manager.ts,"LLM integration, thought processing, intent extraction, cognitive stream",stable,"Implements social interaction decision-making for the bot. Analyzes nearby entities and chat messages to determine if the bot should acknowledge or respond. Uses context, relationships, and user priority to guide appropriate cognitive responses.",SocialAwarenessManager,,946,27054,2025-09-22T02:27:33.719564,@darianrosebrook,0
cognition/src/social-cognition/agent-modeler.ts,agent-modeler.ts,"LLM integration, thought processing, intent extraction, cognitive stream",stable,"Implements agent modeling by analyzing observations and extracting capabilities, personality, and behavioral patterns from other agents. Maintains up-to-date models using real-time interaction logs and adaptive inference algorithms. Triggers model updates when confidence thresholds for capabilities or behavior are exceeded.",AgentModeler,,819,22254,2025-08-23T17:46:29.184900,@darianrosebrook,0
cognition/src/social-cognition/index.ts,index.ts,"LLM integration, thought processing, intent extraction, cognitive stream",stable,"* Social Cognition Module * * Enables understanding, modeling, and interaction with other agents through * sophisticated theory of mind capabilities, relationship tracking, and social learning. * * @author @darianrosebrook",,,17,514,2025-08-23T17:46:29.185022,@darianrosebrook,0
